id,Label,Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,Katz Centrality
255409050,Telkomsel,0.04457364341085271,0.045202829833672076,0.4252115224955457,0.07378084689698942,0.05300298160405477
302606926,Pukisbukankue,0.8062015503875969,0.6749540670312852,0.8067369296662065,0.6971442559658435,0.22133046400188122
1248788066493292544,gryffinmugs,0.10271317829457365,0.05721548314458718,0.4411370476826447,0.1251713826381489,0.06597471510983285
118287748,lalu_lula77,0.0,0.0,0.0,2.9228583759679505e-130,0.040972227554187945
1254067328913829889,deirdre_xo,0.0,0.0,0.0,2.9228583759679505e-130,0.040972227554187945
224204467,batamtoday,0.0,0.0,0.0,2.9228583759679505e-130,0.040972227554187945
3285237451,AudreyTelkomsel,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1140214504057233408,gausadigubris,0.0,0.0,0.0,2.9228583759679505e-130,0.040972227554187945
1629502556467777536,cenolaby,0.0,0.0,0.0,2.9228583759679505e-130,0.040972227554187945
1504425968613851138,dniraaaa,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1530571851541336064,trbalik,0.003875968992248062,0.0043688493338527295,0.4127929616749982,0.039674536570050184,0.04384527317187642
995843888030957569,sugarthomcat,0.0,0.0,0.0,2.9228583759679505e-130,0.040972227554187945
1546135642093998080,ekyic,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1494651143632613378,greenasahi,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1734054591778709504,BUMNtoday_,0.0,0.0,0.0,2.9228583759679505e-130,0.040972227554187945
1736671408099590144,BUMN_pOs,0.0,0.0,0.0,2.9228583759679505e-130,0.040972227554187945
1188155610635718657,siapa_hayosiapa,0.0,0.0,0.0,2.9228583759679505e-130,0.040972227554187945
1160980825229279232,xyzaell,0.0,0.0,0.0,2.9228583759679505e-130,0.040972227554187945
1842491808095608832,TrollIdola48,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1760991310025306112,ffhaleyda,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1821198764583088128,Diva168Top,0.0,0.0,0.0,2.9228583759679505e-130,0.040972227554187945
1174823341036691457,hanarhmh,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1258408702295420929,bumnup2date,0.0,0.0,0.0,2.9228583759679505e-130,0.040972227554187945
1581834675558891520,SeluruhBUMN_id,0.0,0.0,0.0,2.9228583759679505e-130,0.040972227554187945
1537768086626938880,yusufakkah,0.0,0.0,0.0,2.9228583759679505e-130,0.040972227554187945
1467392756486008832,S112679,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1737336767240708096,jadipenyihir,0.0,0.0,0.0,2.9228583759679505e-130,0.040972227554187945
1803612625307312130,alvmerry_,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1304449167331188736,DKSoo9302,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1248796943960006661,heavenclovds,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1103989782282006532,ayo_sugaaaa,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
796645220096077824,beiacon,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1320244908884590592,MindSpeakLouder,0.0,0.0,0.0,2.9228583759679505e-130,0.040972227554187945
635443533,BUMNnet,0.0,0.0,0.0,2.9228583759679505e-130,0.040972227554187945
1482306866461888514,Alexwij89164533,0.0,0.0,0.0,2.9228583759679505e-130,0.040972227554187945
1352204518444810241,tataaasdfghjkl,0.003875968992248062,0.0,0.4127929616749982,0.039674536570050184,0.04384527317187642
1494360914585604096,xz_1995x,0.0,0.0,0.0,2.9228583759679505e-130,0.040972227554187945
1148387257646108672,Msfq_Amrullah,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1267963162487185408,hwaytoheaven,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1076427513155411968,ketoprakpedes_1,0.003875968992248062,0.0043688493338527295,0.4127929616749982,0.039674536570050184,0.04384527317187642
1640238013237305345,i_ticket_u,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1624113662570135557,icakbf,0.0,0.0,0.0,2.9228583759679505e-130,0.040972227554187945
1709062441680945152,alesyawashere,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1185042505294704640,jaehyun14297_,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1353014891905355777,samoyedsoobin,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
69386259,HELLODIMAS,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1076526396841746432,smilehc__,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1313386437027405824,lizzzislazy,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1430840172715778052,pid4aaak,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1484169269235818501,nemoooo_354,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1120927516653264896,annabellekyut,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
840449983971131392,dimssign,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1798998811525976064,xixiloise,0.0,0.0,0.0,2.9228583759679505e-130,0.040972227554187945
1316282223230775296,badsinnerx,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
14233222,vandai,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1330804989761966082,twelvedyoo,0.003875968992248062,0.0,0.4113513098880075,0.037195070718693934,0.04371555624374752
1303983991351988224,JustFrascher,0.0,0.0,0.0,2.9228583759679505e-130,0.040972227554187945
2504104237,gemuira,0.0,0.0,0.0,2.9228583759679505e-130,0.040972227554187945
1381944503108390912,tickvet,0.0,0.0,0.0,2.9228583759679505e-130,0.040972227554187945
1545271727521169411,Ichavarma_,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
620977821,HaloBCA,0.0,0.0,0.0,2.9228583759679505e-130,0.040972227554187945
1497558462263291912,winction101,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1803499576688787457,winterqin,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
970880164975357953,osakiishotaroo,0.003875968992248062,0.0,0.4127929616749982,0.039674536570050184,0.04384527317187642
295081792,eaudezee,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1449949390999859205,artsthically,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1503095026066210816,bobpulaji_,0.005813953488372093,0.0,0.4152183022253801,0.04323415073754096,0.0443753026881077
1696373590588080128,centqwrush,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
755380926977224708,panoragma,0.0,0.0,0.0,2.9228583759679505e-130,0.040972227554187945
1355379030,txtdariapiq,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
62854120,KrisnaERLG,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
254548125,spicycikenwingz,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1744594571764592640,Isnina45,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
533891300,PashaFJati,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
46303385,demylia,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1393079331878887425,nengconvert,0.003875968992248062,0.0043688493338527295,0.4127929616749982,0.039674536570050184,0.04384527317187642
1157241883606732800,irvxan,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
120422799,nnaa_banaana,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1316839975908909056,unclesminho,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
70273418,frans_wiguna,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1763501278410473472,naimawawaw,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
765035200896118789,IndiHomeCare,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1281264725691518976,zhracl,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1005808225336217603,slufome,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1153465514695413760,osyeanize,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
702081534,ykwaim,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1120722652916670464,noniambonn,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1261329219671306240,ahsafalio,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
3077772414,losesideofher,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1595840913108242433,deathinvest,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1686822581998075904,syeram_,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1827274173456248833,nighthawk_00,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1546697185,JeeeAJeee,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1390975938,TelkomselHalo,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1278342617781030919,suddenly_pieces,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1309542507210924032,brownstheticx,0.003875968992248062,0.022363212162263904,0.4113513098880075,0.037195070718693934,0.04371555624374752
1129672753651388416,H4T14K4LN4L42,0.005813953488372093,0.022363212162263904,0.4152183022253801,0.04323415073754096,0.0443753026881077
1366273234660777984,s4njey,0.003875968992248062,0.0,0.4127929616749982,0.039674536570050184,0.04384527317187642
2356336351,fruityeonzun,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1133343782894653440,soboroppaang,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1688254823425310720,codenamemariel,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1250430812287193089,aistiguladikit,0.0,0.0,0.0,2.9228583759679505e-130,0.040972227554187945
1435266308241694730,xfastm,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1352205691029622786,yvtsrindira,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1348323676454748160,Cegilklepto97,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1447891434506375172,PacarHoshii_,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
793730672,rizal_septyan,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1794389047839997952,Brighter_within,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1726699029839691776,354Dmc51013,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1474766558442360835,aguspurnayasa96,0.003875968992248062,0.0043688493338527295,0.4127929616749982,0.039674536570050184,0.04384527317187642
1237698455843131393,kiiyomiiy,0.001937984496124031,0.0,0.28110642417963283,0.003559614167490782,0.041502257070419234
772331669025992704,mushroobm,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1785807027148935168,Lozy1p,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1328680857058508805,keenandiya,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1234697154989568000,tselenterprise,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1373563426744664065,naminjaemina,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
2326701534,SuperYena9,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1210712237217726464,hisanaburger,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1806039874979733504,shotobabies,0.005813953488372093,0.0,0.4152183022253801,0.04323415073754096,0.0443753026881077
272285886,detrifu,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1281125737123069953,Kqalin,0.0,0.0,0.0,2.9228583759679505e-130,0.040972227554187945
926074554241265669,clumsymuggle,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
131233656,saintfenrir,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1449525430000648194,badwvfb,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
819454417,byulswork,0.0,0.0,0.0,2.9228583759679505e-130,0.040972227554187945
1635659283366031363,txt_daritadi,0.0,0.0,0.0,2.9228583759679505e-130,0.040972227554187945
241422232,dimasiprtm,0.005813953488372093,0.0010679611650485437,0.4152183022253801,0.04323415073754096,0.0443753026881077
1276073343624441859,zubzebzubzapzap,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
991607818842095617,fuadjanuarr,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
200412554,Q_THYNX,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1137958420059836416,p_ayShop,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1162357857511063555,NotRfws,0.0,0.0,0.0,2.9228583759679505e-130,0.040972227554187945
35707109,diantisaptarini,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
809159997644906496,dipyagesyak,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
978460005186682880,evgoeswrong,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1623573790612414464,ForYouthJK2_,0.003875968992248062,0.0,0.4113513098880075,0.037195070718693934,0.04371555624374752
1749690773375983616,MyTelkomselApp,0.005813953488372093,0.0,0.4152183022253801,0.04323415073754096,0.0443753026881077
1438621263761592320,Kudabajingan,0.003875968992248062,0.0,0.4127929616749982,0.039674536570050184,0.04384527317187642
1486288549519724545,xxxyours_,0.003875968992248062,0.0,0.4127929616749982,0.039674536570050184,0.04384527317187642
1809941989913440256,zhenya_Taek_joo,0.0,0.0,0.0,2.9228583759679505e-130,0.040972227554187945
1428538483463782410,tleontwt,0.0,0.0,0.0,2.9228583759679505e-130,0.040972227554187945
1076207409733951488,553verse,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
711816272179122176,wonwooo96,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
914394620687147008,fluffytaebin,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1740692747097702400,embzunbackup,0.003875968992248062,0.0,0.4113513098880075,0.037195070718693934,0.04371555624374752
1151302159545200640,dapmuldisini,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1280799930685157376,markliaa_,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1742448120414539776,Tydakcool,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1237044933371908098,oikawasnt,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1810619330813669376,sachiosaurus,0.0,0.0,0.0,2.9228583759679505e-130,0.040972227554187945
1058971824548003840,nanasnanad,0.0,0.0,0.0,2.9228583759679505e-130,0.040972227554187945
1242289732551200769,kimjiwoongiee,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1627880699595476992,chevrlyn_,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
307106390,kucingstasiun,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1794136793966845952,jesussidekick,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1451386308639612937,aysyaff,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1181345306,chyzy_21,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1599695159440322561,diabara_,0.005813953488372093,0.0,0.4152183022253801,0.04323415073754096,0.0443753026881077
1270313131869257728,ancvnin,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1801191094887313408,kasurbengkok,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1216016309831360514,Anashim2618,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1191410828253130752,baked_salmon10,0.005813953488372093,0.0,0.4152183022253801,0.04323415073754096,0.0443753026881077
1264089204486582273,jmkconvert,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1506172346474049537,marimenyerah,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
561103878,Kuromichi2323,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
326512651,urfavgoldlaner,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1422162505791524865,Restuwjya_,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1022055250071449601,allmycrushremos,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
86341125,niko_smi90,0.0,0.0,0.0,2.9228583759679505e-130,0.040972227554187945
56365990,agil_gage,0.001937984496124031,0.0,0.40897080462245194,0.033635456551203154,0.04318552672751623
1490265456120254466,blythefancier,0.003875968992248062,0.0043688493338527295,0.4127929616749982,0.039674536570050184,0.04384527317187642
